Trainset,Model,Seed,Trainsize,Test_size,Best_step,Total_steps,OVERALL,RECALL,PRECISION,BEHÖRDE,JOURNALIST,MEDIEN,PARTEI,POLITIKER
English,Large,9356,60,68,478,600,0.7893175074183976,0.764367816091954,0.8159509202453987,0.6972477064220183,0.0,0.0,0.6666666666666667,0.8613861386138614
English,Large,9356,70,68,476,700,0.8130563798219584,0.7873563218390804,0.8404907975460123,0.7307692307692308,0.0,0.0,0.7692307692307693,0.8682926829268293
English,Large,9356,80,68,350,800,0.784660766961652,0.7556818181818182,0.8159509202453987,0.6915887850467289,0.0,0.0,0.6428571428571429,0.8613861386138614
English,Large,9356,90,68,783,900,0.7914110429447851,0.7914110429447853,0.7914110429447853,0.7128712871287128,0.0,0.0,0.5833333333333334,0.864321608040201
English,Large,9356,100,68,998,1000,0.8085106382978723,0.8012048192771084,0.8159509202453987,0.7326732673267328,0.0,0.0,0.6666666666666667,0.8712871287128714
English,Large,9356,110,68,774,1100,0.8071216617210683,0.7816091954022989,0.8343558282208589,0.7547169811320754,0.0,0.0,0.64,0.8627450980392156
English,Large,9356,120,68,679,1200,0.8109756097560976,0.806060606060606,0.8159509202453987,0.7128712871287128,0.0,0.0,0.7857142857142856,0.8730964467005077
English,Large,9356,130,68,767,1300,0.8179104477611939,0.7965116279069767,0.8404907975460123,0.7272727272727272,0.0,0.0,0.8275862068965517,0.8682926829268293
English,Large,9356,140,68,682,1400,0.8259587020648967,0.7954545454545454,0.8588957055214724,0.7663551401869159,0.0,0.0,0.7857142857142856,0.8712871287128714
English,Large,9356,150,68,1410,1500,0.8242424242424243,0.8143712574850299,0.8343558282208589,0.7272727272727272,0.0,0.0,0.8799999999999999,0.8725490196078431
English,Large,9356,157,68,1027,1570,0.8288288288288288,0.8117647058823529,0.8466257668711656,0.7474747474747474,0.0,0.0,0.8148148148148148,0.8780487804878048
